"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-25","2022","10","25","","8.0","","-9.7","","-0.9","","18.9","","0.0","","0.0","","0.0","T","0.0","T","","","30","","46",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-26","2022","10","26","","8.4","","-10.9","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-27","2022","10","27","","17.3","","0.6","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","24","","68",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-28","2022","10","28","","12.0","","-1.9","","5.1","","12.9","","0.0","","1.4","","0.0","","1.4","","","","25","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-29","2022","10","29","","10.2","","-1.2","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","33","","67",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-30","2022","10","30","","17.5","","0.9","","9.2","","8.8","","0.0","","0.0","T","0.0","","0.0","T","","","33","","79",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-10-31","2022","10","31","","7.3","","-7.2","","0.1","","17.9","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-01","2022","11","01","","2.4","","-2.5","","-0.1","","18.1","","0.0","","0.0","","4.4","","4.4","","0","T","35","","42",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-02","2022","11","02","","-2.4","","-6.5","","-4.5","","22.5","","0.0","","0.0","","8.8","","8.8","","6","","33","","52",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-03","2022","11","03","","-5.8","","-17.1","","-11.5","","29.5","","0.0","","0.0","","0.0","T","0.0","T","12","","18","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-04","2022","11","04","","1.5","","-9.7","","-4.1","","22.1","","0.0","","0.0","","0.0","T","0.0","T","10","","12","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-05","2022","11","05","","-1.7","","-9.9","","-5.8","","23.8","","0.0","","0.0","","2.4","","2.4","","10","","34","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-06","2022","11","06","","-9.9","","-15.8","","-12.9","","30.9","","0.0","","0.0","","1.0","","1.0","","12","","34","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-07","2022","11","07","","-12.9","","-15.2","","-14.1","","32.1","","0.0","","0.0","","7.0","","7.0","","13","","9","","38",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-08","2022","11","08","","-14.3","","-24.5","","-19.4","","37.4","","0.0","","0.0","","1.2","","1.2","","18","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-09","2022","11","09","","-16.8","","-28.8","","-22.8","","40.8","","0.0","","0.0","","0.0","T","0.0","T","18","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-10","2022","11","10","","-12.4","","-25.5","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","16","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-11","2022","11","11","","-7.5","","-24.2","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","16","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-12","2022","11","12","","1.1","","-10.3","","-4.6","","22.6","","0.0","","0.0","","0.0","T","0.0","T","16","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-13","2022","11","13","","-1.0","","-16.5","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","15","E","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-14","2022","11","14","","1.1","","-11.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","16","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-15","2022","11","15","","4.0","","-7.9","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","16","","31","","46",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-16","2022","11","16","","-0.4","","-11.1","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","15","","34","","53",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-17","2022","11","17","","-10.1","","-23.2","","-16.7","","34.7","","0.0","","0.0","","0.0","","0.0","","15","","33","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-18","2022","11","18","","-3.2","","-15.2","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-19","2022","11","19","","1.2","","-20.0","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-20","2022","11","20","","4.8","","-5.2","","-0.2","","18.2","","0.0","","0.3","","0.0","","0.3","","15","","30","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-21","2022","11","21","","3.7","","-6.4","","-1.4","","19.4","","0.0","","0.0","","0.0","T","0.0","T","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-22","2022","11","22","","3.4","","-6.2","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-23","2022","11","23","","3.6","","-5.8","","-1.1","","19.1","","0.0","","0.0","T","0.0","","0.0","T","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-24","2022","11","24","","7.3","","-4.2","","1.6","","16.4","","0.0","","0.0","T","0.0","","0.0","T","15","","19","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-25","2022","11","25","","3.2","","-11.2","","-4.0","","22.0","","0.0","","0.3","","0.0","T","0.3","","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-26","2022","11","26","","1.0","","-4.4","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","15","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-27","2022","11","27","","2.6","","-8.9","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","14","","32","","56",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-28","2022","11","28","","-8.9","","-14.2","","-11.6","","29.6","","0.0","","0.0","","0.8","","0.8","","14","","33","","53",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-29","2022","11","29","","-14.2","","-22.1","","-18.2","","36.2","","0.0","","0.0","","0.6","","0.6","","14","","32","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-11-30","2022","11","30","","-15.4","","-20.2","","-17.8","","35.8","","0.0","","0.0","","5.6","","5.6","","15","","10","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-01","2022","12","01","","-20.2","","-28.9","","-24.6","","42.6","","0.0","","0.0","","0.0","T","0.0","T","20","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-02","2022","12","02","","-20.6","","-29.5","","-25.1","","43.1","","0.0","","0.0","","0.0","T","0.0","T","20","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-03","2022","12","03","","-8.7","","-28.4","","-18.6","","36.6","","0.0","","0.0","","0.0","T","0.0","T","20","","29","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-04","2022","12","04","","-1.8","","-13.8","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","19","","33","","49",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-05","2022","12","05","","-11.8","","-28.4","","-20.1","","38.1","","0.0","","0.0","","0.6","","0.6","","19","","35","","51",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-06","2022","12","06","","-21.3","","-39.3","","-30.3","","48.3","","0.0","","0.0","","0.0","T","0.0","T","19","","16","","35",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-07","2022","12","07","","-2.4","","-21.3","","-11.9","","29.9","","0.0","","0.0","","0.2","","0.2","","19","","17","","33",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-08","2022","12","08","","-5.2","","-17.2","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","19","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-09","2022","12","09","","-6.5","","-17.9","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","19","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-10","2022","12","10","","-7.8","","-15.6","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","19","","11","","37",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-11","2022","12","11","","-9.2","","-23.2","","-16.2","","34.2","","0.0","","0.0","","2.0","","1.3","","21","","30","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-12","2022","12","12","","-15.1","","-23.1","","-19.1","","37.1","","0.0","","0.0","","0.0","T","0.0","T","21","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-13","2022","12","13","","-3.0","","-20.2","","-11.6","","29.6","","0.0","","0.0","","0.4","","0.4","","21","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-14","2022","12","14","","-2.3","","-18.7","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","21","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-15","2022","12","15","","-7.0","","-18.5","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","21","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-16","2022","12","16","","-1.2","","-17.0","","-9.1","","27.1","","0.0","","0.0","","1.2","","1.2","","21","","32","","71",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-17","2022","12","17","","-9.2","","-21.2","","-15.2","","33.2","","0.0","","0.0","","0.6","","0.6","","23","","34","","56",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-18","2022","12","18","","-20.0","","-25.1","","-22.6","","40.6","","0.0","","0.0","","2.9","","2.9","","24","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-19","2022","12","19","","-23.5","","-30.2","","-26.9","","44.9","","0.0","","0.0","","1.4","","1.4","","27","","30","","31",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-20","2022","12","20","","-29.8","","-38.4","","-34.1","","52.1","","0.0","","0.0","","0.0","T","0.0","T","27","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-21","2022","12","21","","-30.7","","-35.6","","-33.2","","51.2","","0.0","","0.0","","0.0","T","0.0","T","27","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-22","2022","12","22","","-28.2","","-40.7","","-34.5","","52.5","","0.0","","0.0","","0.0","T","0.0","T","27","","14","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-23","2022","12","23","","-19.3","","-29.8","","-24.6","","42.6","","0.0","","0.0","","0.4","","0.4","","27","","15","","50",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-24","2022","12","24","","-13.8","","-20.2","","-17.0","","35.0","","0.0","","0.0","","0.8","","0.8","","27","","12","","36",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-25","2022","12","25","","-12.1","","-17.5","","-14.8","","32.8","","0.0","","0.0","","0.4","","0.4","","28","","14","","32",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-26","2022","12","26","","-7.0","","-15.7","","-11.4","","29.4","","0.0","","0.0","","0.0","T","0.0","T","28","","14","","40",""
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-27","2022","12","27","","-9.3","","-18.6","","-14.0","","32.0","","0.0","","0.0","","2.7","","2.7","","28","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-28","2022","12","28","","-9.6","","-12.0","","-10.8","","28.8","","0.0","","0.0","","0.4","","0.4","","31","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-29","2022","12","29","","-5.2","","-14.6","","-9.9","","27.9","","0.0","","0.0","","0.0","T","0.0","T","31","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-30","2022","12","30","","-6.6","","-22.0","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","31","","","M","","M"
"-113.58","53.31","EDMONTON INTL A","3012216","2022-12-31","2022","12","31","","-7.8","","-22.8","","-15.3","","33.3","","0.0","","0.0","","0.0","","0.0","","31","","","M","","M"
