date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-07-20,13.86,2.59,450,"1992-07-13 2021-07-27",88.7,8.98,450,"1992-07-13 2021-07-27",23.81,3.91,450,"1992-07-13 2021-07-27",24.28,8.07,450,"1992-07-13 2021-07-27",9.06,2.7,450,"1992-07-13 2021-07-27",46.51,12.84,450,"1992-07-13 2021-07-27",12.93,2.56,450,"1992-07-13 2021-07-27",2.86,3.2,450,"1992-07-13 2021-07-27",2.96,6.92,448,"1992-07-13 2021-07-27",,,,,,,,,,,,,,,,
2022-07-19,13.83,2.61,450,"1992-07-12 2021-07-26",88.56,9.03,450,"1992-07-12 2021-07-26",23.78,3.95,450,"1992-07-12 2021-07-26",24.3,8.01,450,"1992-07-12 2021-07-26",9.03,2.69,450,"1992-07-12 2021-07-26",46.62,13.01,450,"1992-07-12 2021-07-26",12.94,2.62,450,"1992-07-12 2021-07-26",2.98,3.21,450,"1992-07-12 2021-07-26",2.97,6.88,448,"1992-07-12 2021-07-26",,,,,,,,,,,,,,,,
2022-07-18,13.78,2.64,450,"1992-07-11 2021-07-25",88.46,9.06,450,"1992-07-11 2021-07-25",23.75,3.98,450,"1992-07-11 2021-07-25",24.38,7.86,450,"1992-07-11 2021-07-25",9,2.75,450,"1992-07-11 2021-07-25",46.6,13.13,450,"1992-07-11 2021-07-25",12.95,2.66,450,"1992-07-11 2021-07-25",3.04,3.23,450,"1992-07-11 2021-07-25",2.96,6.91,448,"1992-07-11 2021-07-25",,,,,,,,,,,,,,,,
2022-07-17,13.77,2.67,450,"1992-07-10 2021-07-24",88.62,9.01,450,"1992-07-10 2021-07-24",23.73,4.02,450,"1992-07-10 2021-07-24",24.41,7.91,450,"1992-07-10 2021-07-24",9.01,2.8,450,"1992-07-10 2021-07-24",46.63,13.02,450,"1992-07-10 2021-07-24",12.93,2.7,450,"1992-07-10 2021-07-24",3.08,3.24,450,"1992-07-10 2021-07-24",2.85,6.2,449,"1992-07-10 2021-07-24",,,,,,,,,,,,,,,,
2022-07-16,13.77,2.66,450,"1992-07-09 2021-07-23",88.71,8.97,450,"1992-07-09 2021-07-23",23.74,4.08,450,"1992-07-09 2021-07-23",24.51,7.98,450,"1992-07-09 2021-07-23",9.01,2.83,450,"1992-07-09 2021-07-23",46.63,12.92,450,"1992-07-09 2021-07-23",12.92,2.73,450,"1992-07-09 2021-07-23",3.07,3.22,450,"1992-07-09 2021-07-23",2.84,6.1,449,"1992-07-09 2021-07-23",,,,,,,,,,,,,,,,
2022-07-15,13.74,2.61,450,"1992-07-08 2021-07-22",88.98,8.76,450,"1992-07-08 2021-07-22",23.69,4.09,450,"1992-07-08 2021-07-22",24.46,7.92,450,"1992-07-08 2021-07-22",8.98,2.82,450,"1992-07-08 2021-07-22",46.81,13.2,450,"1992-07-08 2021-07-22",12.85,2.72,450,"1992-07-08 2021-07-22",3.12,3.24,450,"1992-07-08 2021-07-22",2.9,6.13,450,"1992-07-08 2021-07-22",,,,,,,,,,,,,,,,
2022-07-14,13.68,2.62,450,"1992-07-07 2021-07-21",88.94,8.86,450,"1992-07-07 2021-07-21",23.58,4.04,450,"1992-07-07 2021-07-21",24.47,7.93,450,"1992-07-07 2021-07-21",8.89,2.87,450,"1992-07-07 2021-07-21",46.91,13.5,450,"1992-07-07 2021-07-21",12.78,2.71,450,"1992-07-07 2021-07-21",3.11,3.22,450,"1992-07-07 2021-07-21",2.9,6.06,450,"1992-07-07 2021-07-21",,,,,,,,,,,,,,,,
2022-07-13,13.61,2.66,450,"1992-07-06 2021-07-20",88.94,8.81,450,"1992-07-06 2021-07-20",23.51,4.05,450,"1992-07-06 2021-07-20",24.45,7.92,450,"1992-07-06 2021-07-20",8.8,2.91,450,"1992-07-06 2021-07-20",46.9,13.54,450,"1992-07-06 2021-07-20",12.71,2.74,450,"1992-07-06 2021-07-20",3.14,3.21,450,"1992-07-06 2021-07-20",2.96,6.17,450,"1992-07-06 2021-07-20",,,,,,,,,,,,,,,,
2022-07-12,13.5,2.69,450,"1992-07-05 2021-07-19",88.65,8.97,450,"1992-07-05 2021-07-19",23.42,4.12,450,"1992-07-05 2021-07-19",24.37,7.91,450,"1992-07-05 2021-07-19",8.67,2.98,450,"1992-07-05 2021-07-19",46.81,13.7,450,"1992-07-05 2021-07-19",12.65,2.78,450,"1992-07-05 2021-07-19",3.16,3.18,450,"1992-07-05 2021-07-19",2.91,6.11,450,"1992-07-05 2021-07-19",,,,,,,,,,,,,,,,
2022-07-11,13.38,2.7,450,"1992-07-04 2021-07-18",88.25,9.27,450,"1992-07-04 2021-07-18",23.35,4.19,450,"1992-07-04 2021-07-18",24.39,7.69,450,"1992-07-04 2021-07-18",8.53,2.98,450,"1992-07-04 2021-07-18",46.67,13.86,450,"1992-07-04 2021-07-18",12.6,2.78,450,"1992-07-04 2021-07-18",3.18,3.29,450,"1992-07-04 2021-07-18",2.79,6,450,"1992-07-04 2021-07-18",,,,,,,,,,,,,,,,
2022-07-10,13.29,2.68,450,"1992-07-03 2021-07-17",87.94,9.4,450,"1992-07-03 2021-07-17",23.33,4.21,450,"1992-07-03 2021-07-17",24.29,7.45,450,"1992-07-03 2021-07-17",8.39,3,450,"1992-07-03 2021-07-17",46.43,14.08,450,"1992-07-03 2021-07-17",12.53,2.81,450,"1992-07-03 2021-07-17",3.22,3.33,450,"1992-07-03 2021-07-17",2.86,6.3,449,"1992-07-03 2021-07-17",,,,,,,,,,,,,,,,
2022-07-09,13.2,2.76,450,"1992-07-02 2021-07-16",87.9,9.45,450,"1992-07-02 2021-07-16",23.28,4.21,450,"1992-07-02 2021-07-16",24.28,7.49,450,"1992-07-02 2021-07-16",8.31,3.02,450,"1992-07-02 2021-07-16",46.31,14.01,450,"1992-07-02 2021-07-16",12.46,2.82,450,"1992-07-02 2021-07-16",3.24,3.35,450,"1992-07-02 2021-07-16",2.75,6.02,449,"1992-07-02 2021-07-16",,,,,,,,,,,,,,,,
2022-07-08,13.11,2.81,450,"1992-07-01 2021-07-15",87.76,9.75,450,"1992-07-01 2021-07-15",23.23,4.2,450,"1992-07-01 2021-07-15",24.33,7.41,450,"1992-07-01 2021-07-15",8.24,3.07,450,"1992-07-01 2021-07-15",46.17,13.94,450,"1992-07-01 2021-07-15",12.41,2.87,450,"1992-07-01 2021-07-15",3.28,3.4,450,"1992-07-01 2021-07-15",2.71,5.96,448,"1992-07-01 2021-07-15",,,,,,,,,,,,,,,,
2022-07-07,13.11,2.78,450,"1992-06-30 2021-07-14",87.87,9.9,450,"1992-06-30 2021-07-14",23.21,4.22,450,"1992-06-30 2021-07-14",24.45,7.44,450,"1992-06-30 2021-07-14",8.19,3.13,450,"1992-06-30 2021-07-14",46.14,14.08,450,"1992-06-30 2021-07-14",12.38,2.88,450,"1992-06-30 2021-07-14",3.34,3.45,450,"1992-06-30 2021-07-14",2.58,5.36,447,"1992-06-30 2021-07-14",,,,,,,,,,,,,,,,
2022-07-06,13.05,2.79,450,"1992-06-29 2021-07-13",87.74,9.97,450,"1992-06-29 2021-07-13",23.19,4.26,450,"1992-06-29 2021-07-13",24.34,7.3,450,"1992-06-29 2021-07-13",8.17,3.2,450,"1992-06-29 2021-07-13",46.18,14.18,450,"1992-06-29 2021-07-13",12.32,2.9,450,"1992-06-29 2021-07-13",3.24,3.47,450,"1992-06-29 2021-07-13",2.61,5.32,447,"1992-06-29 2021-07-13",,,,,,,,,,,,,,,,
2022-07-05,12.95,2.79,450,"1992-06-28 2021-07-12",87.48,10.09,450,"1992-06-28 2021-07-12",23.08,4.33,450,"1992-06-28 2021-07-12",24.21,7.15,450,"1992-06-28 2021-07-12",8.07,3.22,450,"1992-06-28 2021-07-12",46.19,14.34,450,"1992-06-28 2021-07-12",12.25,2.88,450,"1992-06-28 2021-07-12",3.24,3.44,450,"1992-06-28 2021-07-12",2.52,5.19,447,"1992-06-28 2021-07-12",,,,,,,,,,,,,,,,
2022-07-04,12.81,2.81,450,"1992-06-27 2021-07-11",87.19,10.39,450,"1992-06-27 2021-07-11",23,4.36,450,"1992-06-27 2021-07-11",24.41,7.29,450,"1992-06-27 2021-07-11",7.9,3.28,450,"1992-06-27 2021-07-11",45.96,14.49,450,"1992-06-27 2021-07-11",12.17,2.91,450,"1992-06-27 2021-07-11",3.3,3.56,450,"1992-06-27 2021-07-11",2.51,5.15,447,"1992-06-27 2021-07-11",,,,,,,,,,,,,,,,
2022-07-03,12.7,2.8,450,"1992-06-26 2021-07-10",87.07,10.55,450,"1992-06-26 2021-07-10",22.96,4.4,450,"1992-06-26 2021-07-10",24.5,7.54,450,"1992-06-26 2021-07-10",7.75,3.28,450,"1992-06-26 2021-07-10",45.63,14.44,450,"1992-06-26 2021-07-10",12.09,2.91,450,"1992-06-26 2021-07-10",3.26,3.59,450,"1992-06-26 2021-07-10",2.52,5.12,447,"1992-06-26 2021-07-10",,,,,,,,,,,,,,,,
2022-07-02,12.55,2.78,450,"1992-06-25 2021-07-09",86.82,10.67,450,"1992-06-25 2021-07-09",22.88,4.37,450,"1992-06-25 2021-07-09",24.54,7.47,450,"1992-06-25 2021-07-09",7.61,3.22,450,"1992-06-25 2021-07-09",45.45,14.44,450,"1992-06-25 2021-07-09",12.02,2.86,450,"1992-06-25 2021-07-09",3.31,3.55,450,"1992-06-25 2021-07-09",2.51,5.4,447,"1992-06-25 2021-07-09",,,,,,,,,,,,,,,,
2022-07-01,12.39,2.78,450,"1992-06-24 2021-07-08",86.69,10.7,450,"1992-06-24 2021-07-08",22.78,4.3,450,"1992-06-24 2021-07-08",24.47,7.45,450,"1992-06-24 2021-07-08",7.47,3.2,450,"1992-06-24 2021-07-08",45.28,14.35,450,"1992-06-24 2021-07-08",11.91,2.89,450,"1992-06-24 2021-07-08",3.38,3.59,450,"1992-06-24 2021-07-08",2.45,5.34,447,"1992-06-24 2021-07-08",,,,,,,,,,,,,,,,
2022-06-30,12.2,2.83,450,"1992-06-23 2021-07-07",86.29,10.85,450,"1992-06-23 2021-07-07",22.67,4.34,450,"1992-06-23 2021-07-07",24.7,7.56,450,"1992-06-23 2021-07-07",7.27,3.22,450,"1992-06-23 2021-07-07",44.89,14.23,450,"1992-06-23 2021-07-07",11.83,2.93,450,"1992-06-23 2021-07-07",3.42,3.8,450,"1992-06-23 2021-07-07",2.32,5.28,447,"1992-06-23 2021-07-07",,,,,,,,,,,,,,,,
2022-06-29,12.04,2.85,450,"1992-06-22 2021-07-06",86.02,11.01,450,"1992-06-22 2021-07-06",22.59,4.42,450,"1992-06-22 2021-07-06",24.84,7.73,450,"1992-06-22 2021-07-06",7.1,3.23,450,"1992-06-22 2021-07-06",44.72,14.43,450,"1992-06-22 2021-07-06",11.75,2.98,450,"1992-06-22 2021-07-06",3.5,3.9,450,"1992-06-22 2021-07-06",2.34,5.39,447,"1992-06-22 2021-07-06",,,,,,,,,,,,,,,,
2022-06-28,11.9,2.81,450,"1992-06-21 2021-07-05",85.67,11.11,450,"1992-06-21 2021-07-05",22.58,4.5,450,"1992-06-21 2021-07-05",24.88,7.73,450,"1992-06-21 2021-07-05",6.92,3.23,450,"1992-06-21 2021-07-05",44.25,14.68,450,"1992-06-21 2021-07-05",11.69,2.96,450,"1992-06-21 2021-07-05",3.63,4,450,"1992-06-21 2021-07-05",2.23,5.22,447,"1992-06-21 2021-07-05",,,,,,,,,,,,,,,,
2022-06-27,11.78,2.81,450,"1992-06-20 2021-07-04",85.53,11.12,450,"1992-06-20 2021-07-04",22.54,4.49,450,"1992-06-20 2021-07-04",24.91,7.67,450,"1992-06-20 2021-07-04",6.81,3.22,450,"1992-06-20 2021-07-04",44.08,14.99,450,"1992-06-20 2021-07-04",11.6,2.95,450,"1992-06-20 2021-07-04",3.71,4.03,450,"1992-06-20 2021-07-04",2.32,5.72,447,"1992-06-20 2021-07-04",,,,,,,,,,,,,,,,
2022-06-26,11.69,2.78,450,"1992-06-19 2021-07-03",85.69,11.07,450,"1992-06-19 2021-07-03",22.43,4.49,450,"1992-06-19 2021-07-03",25.14,7.72,450,"1992-06-19 2021-07-03",6.69,3.23,450,"1992-06-19 2021-07-03",43.99,15.07,450,"1992-06-19 2021-07-03",11.47,2.93,450,"1992-06-19 2021-07-03",3.76,4.01,450,"1992-06-19 2021-07-03",2.41,5.88,447,"1992-06-19 2021-07-03",,,,,,,,,,,,,,,,
2022-06-25,11.54,2.77,450,"1992-06-18 2021-07-02",85.7,11.1,450,"1992-06-18 2021-07-02",22.33,4.49,450,"1992-06-18 2021-07-02",25.12,7.96,450,"1992-06-18 2021-07-02",6.58,3.22,450,"1992-06-18 2021-07-02",43.85,15.01,450,"1992-06-18 2021-07-02",11.34,2.92,450,"1992-06-18 2021-07-02",3.78,4.07,450,"1992-06-18 2021-07-02",2.56,5.96,448,"1992-06-18 2021-07-02",,,,,,,,,,,,,,,,
2022-06-24,11.38,2.68,450,"1992-06-17 2021-07-01",85.48,11.16,450,"1992-06-17 2021-07-01",22.17,4.45,450,"1992-06-17 2021-07-01",25.05,7.85,450,"1992-06-17 2021-07-01",6.35,3.22,450,"1992-06-17 2021-07-01",43.65,15.06,450,"1992-06-17 2021-07-01",11.24,2.92,450,"1992-06-17 2021-07-01",3.83,4.09,450,"1992-06-17 2021-07-01",2.47,5.87,448,"1992-06-17 2021-07-01",,,,,,,,,,,,,,,,
2022-06-23,11.23,2.64,450,"1992-06-16 2021-06-30",85.53,11.01,450,"1992-06-16 2021-06-30",22.05,4.46,450,"1992-06-16 2021-06-30",24.95,7.87,450,"1992-06-16 2021-06-30",6.13,3.2,450,"1992-06-16 2021-06-30",43.35,15.16,450,"1992-06-16 2021-06-30",11.1,2.88,450,"1992-06-16 2021-06-30",3.82,4.11,450,"1992-06-16 2021-06-30",2.35,5.68,448,"1992-06-16 2021-06-30",,,,,,,,,,,,,,,,
2022-06-22,11.06,2.59,450,"1992-06-15 2021-06-29",85.46,10.92,450,"1992-06-15 2021-06-29",21.88,4.43,450,"1992-06-15 2021-06-29",25.02,7.76,450,"1992-06-15 2021-06-29",5.96,3.14,450,"1992-06-15 2021-06-29",43.2,15.03,450,"1992-06-15 2021-06-29",10.94,2.82,450,"1992-06-15 2021-06-29",3.82,4.15,450,"1992-06-15 2021-06-29",2.31,5.59,449,"1992-06-15 2021-06-29",,,,,,,,,,,,,,,,
2022-06-21,10.93,2.52,450,"1992-06-14 2021-06-28",85.46,10.84,450,"1992-06-14 2021-06-28",21.69,4.38,450,"1992-06-14 2021-06-28",25.03,7.75,450,"1992-06-14 2021-06-28",5.78,3.03,450,"1992-06-14 2021-06-28",43.24,15.05,450,"1992-06-14 2021-06-28",10.84,2.72,450,"1992-06-14 2021-06-28",3.87,4.2,450,"1992-06-14 2021-06-28",2.33,5.65,448,"1992-06-14 2021-06-28",,,,,,,,,,,,,,,,
2022-06-20,10.81,2.51,450,"1992-06-13 2021-06-27",85.42,10.82,450,"1992-06-13 2021-06-27",21.61,4.28,450,"1992-06-13 2021-06-27",25.29,7.99,450,"1992-06-13 2021-06-27",5.66,3.01,450,"1992-06-13 2021-06-27",43.07,14.95,450,"1992-06-13 2021-06-27",10.74,2.68,450,"1992-06-13 2021-06-27",3.78,4.19,450,"1992-06-13 2021-06-27",2.28,5.61,448,"1992-06-13 2021-06-27",,,,,,,,,,,,,,,,
2022-06-19,10.71,2.5,450,"1992-06-12 2021-06-26",85.68,10.56,450,"1992-06-12 2021-06-26",21.46,4.23,450,"1992-06-12 2021-06-26",25.04,7.95,450,"1992-06-12 2021-06-26",5.55,3.04,450,"1992-06-12 2021-06-26",43.14,15.07,450,"1992-06-12 2021-06-26",10.61,2.64,450,"1992-06-12 2021-06-26",3.72,4.11,450,"1992-06-12 2021-06-26",2.22,5.66,448,"1992-06-12 2021-06-26",,,,,,,,,,,,,,,,
2022-06-18,10.57,2.5,450,"1992-06-11 2021-06-25",85.83,10.5,450,"1992-06-11 2021-06-25",21.25,4.19,450,"1992-06-11 2021-06-25",24.94,7.83,450,"1992-06-11 2021-06-25",5.42,3.09,450,"1992-06-11 2021-06-25",43.25,15.42,450,"1992-06-11 2021-06-25",10.43,2.61,450,"1992-06-11 2021-06-25",3.71,4.19,450,"1992-06-11 2021-06-25",2.27,5.71,448,"1992-06-11 2021-06-25",,,,,,,,,,,,,,,,
2022-06-17,10.45,2.53,450,"1992-06-10 2021-06-24",85.95,10.46,450,"1992-06-10 2021-06-24",21.03,4.2,450,"1992-06-10 2021-06-24",24.86,7.9,450,"1992-06-10 2021-06-24",5.27,3.09,450,"1992-06-10 2021-06-24",43.3,15.65,450,"1992-06-10 2021-06-24",10.26,2.57,450,"1992-06-10 2021-06-24",3.74,4.26,450,"1992-06-10 2021-06-24",2.35,5.71,448,"1992-06-10 2021-06-24",,,,,,,,,,,,,,,,
2022-06-16,10.31,2.54,450,"1992-06-09 2021-06-23",85.73,10.64,450,"1992-06-09 2021-06-23",20.88,4.2,450,"1992-06-09 2021-06-23",25.02,8.02,450,"1992-06-09 2021-06-23",5.09,3.09,450,"1992-06-09 2021-06-23",43.28,15.93,450,"1992-06-09 2021-06-23",10.11,2.53,450,"1992-06-09 2021-06-23",3.8,4.29,450,"1992-06-09 2021-06-23",2.41,5.8,447,"1992-06-09 2021-06-23",,,,,,,,,,,,,,,,
2022-06-15,10.18,2.59,450,"1992-06-08 2021-06-22",85.71,10.57,450,"1992-06-08 2021-06-22",20.73,4.13,450,"1992-06-08 2021-06-22",24.77,7.91,450,"1992-06-08 2021-06-22",4.94,3.12,450,"1992-06-08 2021-06-22",43.3,16.01,450,"1992-06-08 2021-06-22",9.99,2.57,450,"1992-06-08 2021-06-22",3.84,4.15,450,"1992-06-08 2021-06-22",2.37,5.71,447,"1992-06-08 2021-06-22",,,,,,,,,,,,,,,,
2022-06-14,10.02,2.69,450,"1992-06-07 2021-06-21",85.44,10.91,450,"1992-06-07 2021-06-21",20.6,4.14,450,"1992-06-07 2021-06-21",24.72,7.86,450,"1992-06-07 2021-06-21",4.75,3.21,450,"1992-06-07 2021-06-21",43.08,15.92,450,"1992-06-07 2021-06-21",9.89,2.62,450,"1992-06-07 2021-06-21",3.78,4.18,450,"1992-06-07 2021-06-21",2.35,5.64,447,"1992-06-07 2021-06-21",,,,,,,,,,,,,,,,
2022-06-13,9.88,2.77,450,"1992-06-06 2021-06-20",85.33,11.08,450,"1992-06-06 2021-06-20",20.43,4.05,450,"1992-06-06 2021-06-20",24.79,7.95,450,"1992-06-06 2021-06-20",4.53,3.32,450,"1992-06-06 2021-06-20",42.91,15.77,450,"1992-06-06 2021-06-20",9.78,2.66,450,"1992-06-06 2021-06-20",3.76,4.18,450,"1992-06-06 2021-06-20",2.36,5.66,446,"1992-06-06 2021-06-20",,,,,,,,,,,,,,,,
2022-06-12,9.81,2.82,450,"1992-06-05 2021-06-19",85.35,11.14,450,"1992-06-05 2021-06-19",20.36,4.07,450,"1992-06-05 2021-06-19",24.89,8.14,450,"1992-06-05 2021-06-19",4.37,3.39,450,"1992-06-05 2021-06-19",42.61,15.6,450,"1992-06-05 2021-06-19",9.74,2.73,450,"1992-06-05 2021-06-19",3.74,4.21,450,"1992-06-05 2021-06-19",2.23,5.06,445,"1992-06-05 2021-06-19",,,,,,,,,,,,,,,,
2022-06-11,9.67,2.88,450,"1992-06-04 2021-06-18",84.81,11.27,450,"1992-06-04 2021-06-18",20.39,4.11,450,"1992-06-04 2021-06-18",24.65,8.04,450,"1992-06-04 2021-06-18",4.15,3.49,450,"1992-06-04 2021-06-18",42.03,15.48,450,"1992-06-04 2021-06-18",9.69,2.76,450,"1992-06-04 2021-06-18",3.65,4.13,450,"1992-06-04 2021-06-18",2.15,4.92,445,"1992-06-04 2021-06-18",,,,,,,,,,,,,,,,
2022-06-10,9.54,2.9,450,"1992-06-03 2021-06-17",84.44,11.4,450,"1992-06-03 2021-06-17",20.36,4.11,450,"1992-06-03 2021-06-17",24.72,8.01,450,"1992-06-03 2021-06-17",3.95,3.54,450,"1992-06-03 2021-06-17",41.63,15.53,450,"1992-06-03 2021-06-17",9.64,2.77,450,"1992-06-03 2021-06-17",3.65,4.11,450,"1992-06-03 2021-06-17",1.92,4.51,445,"1992-06-03 2021-06-17",,,,,,,,,,,,,,,,
2022-06-09,9.48,2.96,450,"1992-06-02 2021-06-16",84.22,11.57,450,"1992-06-02 2021-06-16",20.4,4.14,450,"1992-06-02 2021-06-16",24.79,8.11,450,"1992-06-02 2021-06-16",3.85,3.6,450,"1992-06-02 2021-06-16",41.25,15.57,450,"1992-06-02 2021-06-16",9.59,2.81,450,"1992-06-02 2021-06-16",3.63,4.1,450,"1992-06-02 2021-06-16",1.97,4.54,445,"1992-06-02 2021-06-16",,,,,,,,,,,,,,,,
2022-06-08,9.38,3,450,"1992-06-01 2021-06-15",83.78,11.66,450,"1992-06-01 2021-06-15",20.42,4.16,450,"1992-06-01 2021-06-15",24.76,8.23,450,"1992-06-01 2021-06-15",3.76,3.6,450,"1992-06-01 2021-06-15",40.88,15.46,450,"1992-06-01 2021-06-15",9.58,2.86,450,"1992-06-01 2021-06-15",3.62,4.06,450,"1992-06-01 2021-06-15",1.97,4.59,446,"1992-06-01 2021-06-15",,,,,,,,,,,,,,,,
2022-06-07,9.23,3.08,450,"1992-05-31 2021-06-14",83.33,11.96,450,"1992-05-31 2021-06-14",20.47,4.18,450,"1992-05-31 2021-06-14",24.64,8.34,450,"1992-05-31 2021-06-14",3.57,3.67,450,"1992-05-31 2021-06-14",40.36,15.35,450,"1992-05-31 2021-06-14",9.51,2.93,450,"1992-05-31 2021-06-14",3.54,3.98,450,"1992-05-31 2021-06-14",1.94,4.58,446,"1992-05-31 2021-06-14",,,,,,,,,,,,,,,,
2022-06-06,8.99,3.16,450,"1992-05-30 2021-06-13",82.86,12.68,450,"1992-05-30 2021-06-13",20.41,4.25,450,"1992-05-30 2021-06-13",24.71,8.45,450,"1992-05-30 2021-06-13",3.29,3.82,450,"1992-05-30 2021-06-13",39.92,15.64,450,"1992-05-30 2021-06-13",9.35,2.98,450,"1992-05-30 2021-06-13",3.68,4,450,"1992-05-30 2021-06-13",1.94,4.59,446,"1992-05-30 2021-06-13",,,,,,,,,,,,,,,,
2022-06-05,8.74,3.22,450,"1992-05-29 2021-06-12",82.48,13.19,450,"1992-05-29 2021-06-12",20.29,4.32,450,"1992-05-29 2021-06-12",24.53,8.32,450,"1992-05-29 2021-06-12",2.98,3.91,450,"1992-05-29 2021-06-12",39.48,15.95,450,"1992-05-29 2021-06-12",9.18,3.01,450,"1992-05-29 2021-06-12",3.79,4.11,450,"1992-05-29 2021-06-12",2.08,4.82,446,"1992-05-29 2021-06-12",,,,,,,,,,,,,,,,
2022-06-04,8.54,3.27,450,"1992-05-28 2021-06-11",81.93,13.48,450,"1992-05-28 2021-06-11",20.23,4.37,450,"1992-05-28 2021-06-11",24.68,8.41,450,"1992-05-28 2021-06-11",2.74,3.98,450,"1992-05-28 2021-06-11",38.94,15.85,450,"1992-05-28 2021-06-11",9.05,3.04,450,"1992-05-28 2021-06-11",3.83,4.12,450,"1992-05-28 2021-06-11",2.02,4.68,446,"1992-05-28 2021-06-11",,,,,,,,,,,,,,,,
2022-06-03,8.39,3.29,450,"1992-05-27 2021-06-10",81.33,13.41,450,"1992-05-27 2021-06-10",20.3,4.34,450,"1992-05-27 2021-06-10",24.74,8.41,450,"1992-05-27 2021-06-10",2.48,3.95,450,"1992-05-27 2021-06-10",38.25,15.5,450,"1992-05-27 2021-06-10",9,3.04,450,"1992-05-27 2021-06-10",3.86,4.09,450,"1992-05-27 2021-06-10",1.85,4.5,446,"1992-05-27 2021-06-10",,,,,,,,,,,,,,,,
2022-06-02,8.24,3.32,450,"1992-05-26 2021-06-09",81.02,13.39,450,"1992-05-26 2021-06-09",20.3,4.35,450,"1992-05-26 2021-06-09",24.81,8.3,450,"1992-05-26 2021-06-09",2.24,3.95,450,"1992-05-26 2021-06-09",37.66,15.31,450,"1992-05-26 2021-06-09",8.9,3.11,450,"1992-05-26 2021-06-09",3.86,4.06,450,"1992-05-26 2021-06-09",1.66,4.05,446,"1992-05-26 2021-06-09",,,,,,,,,,,,,,,,
2022-06-01,8.11,3.38,450,"1992-05-25 2021-06-08",80.82,13.36,450,"1992-05-25 2021-06-08",20.24,4.41,450,"1992-05-25 2021-06-08",24.89,8.39,450,"1992-05-25 2021-06-08",2.05,3.96,450,"1992-05-25 2021-06-08",37.17,15.01,450,"1992-05-25 2021-06-08",8.81,3.2,450,"1992-05-25 2021-06-08",3.82,4.12,450,"1992-05-25 2021-06-08",1.68,4.13,447,"1992-05-25 2021-06-08",,,,,,,,,,,,,,,,
2022-05-31,7.97,3.38,450,"1992-05-24 2021-06-07",80.6,13.45,450,"1992-05-24 2021-06-07",20.22,4.5,450,"1992-05-24 2021-06-07",25.07,8.43,450,"1992-05-24 2021-06-07",1.91,3.99,450,"1992-05-24 2021-06-07",36.67,14.72,450,"1992-05-24 2021-06-07",8.74,3.19,450,"1992-05-24 2021-06-07",3.8,4.08,450,"1992-05-24 2021-06-07",1.71,4.31,447,"1992-05-24 2021-06-07",,,,,,,,,,,,,,,,
2022-05-30,7.78,3.45,450,"1992-05-23 2021-06-06",80.36,13.55,450,"1992-05-23 2021-06-06",20.11,4.69,450,"1992-05-23 2021-06-06",25.02,8.38,450,"1992-05-23 2021-06-06",1.76,4.05,450,"1992-05-23 2021-06-06",36.64,14.85,450,"1992-05-23 2021-06-06",8.58,3.29,450,"1992-05-23 2021-06-06",3.82,4.05,450,"1992-05-23 2021-06-06",1.63,4.13,447,"1992-05-23 2021-06-06",,,,,,,,,,,,,,,,
2022-05-29,7.54,3.52,450,"1992-05-22 2021-06-05",80.27,13.67,450,"1992-05-22 2021-06-05",19.95,4.9,450,"1992-05-22 2021-06-05",24.93,8.42,450,"1992-05-22 2021-06-05",1.61,4.13,450,"1992-05-22 2021-06-05",36.68,15.47,450,"1992-05-22 2021-06-05",8.33,3.44,450,"1992-05-22 2021-06-05",3.76,4.04,450,"1992-05-22 2021-06-05",1.74,4.49,448,"1992-05-22 2021-06-05",,,,,,,,,,,,,,,,
2022-05-28,7.23,3.55,450,"1992-05-21 2021-06-04",79.98,13.92,450,"1992-05-21 2021-06-04",19.66,5.15,450,"1992-05-21 2021-06-04",24.83,8.33,450,"1992-05-21 2021-06-04",1.41,4.15,450,"1992-05-21 2021-06-04",36.94,16.08,450,"1992-05-21 2021-06-04",8.07,3.54,450,"1992-05-21 2021-06-04",3.8,4.1,450,"1992-05-21 2021-06-04",1.91,5.06,449,"1992-05-21 2021-06-04",,,,,,,,,,,,,,,,
